,text,favourite_count,retweet_count,created_at
503,$NVDA one of the most mentioned on wallstreetbets over the last 7 daysVia https://t.co/OPL1OPSbnQ#nvda  https://t.co/fRE7y3cBQW,0,0,2023-03-16 10:25:53+00:00
504,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/OuzczvoNas,0,0,2023-03-16 02:00:38+00:00
505,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/yWuyp7klm5,2,2,2023-03-16 02:00:38+00:00
506,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/pUYD82qvTL,3,3,2023-03-16 02:00:38+00:00
507,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/muu03bTD2v,1,1,2023-03-16 02:00:19+00:00
508,Algorithmic Trading Software Based on Artificial Intelligence: Returns up to 33.15% in 3 Months  https://t.co/R5lgtC9gku,3,3,2023-03-16 02:00:19+00:00
509,"#BlindTwitter, apparently those of us using #Screenreaders should not upgrade to #Windows11. Not compatible with  https://t.co/MjBn4wlkEQ",0,0,2023-03-16 01:50:20+00:00
510,"Cramer tonight ""The risk at last is too the upside"" 

Ok its on bears full on limit down tomorrow or maybe friday.  https://t.co/67n0KhIOKD",2,0,2023-03-16 01:02:33+00:00
511,How come everyone keeps saying the chip glut is past the semi conductors? Jim cramer just said it tonight again. Lo  https://t.co/RVx7SsYbN9,1,0,2023-03-16 00:55:39+00:00
512,@JoJoWildBlonde They won t apologise. #NVDA is the only kind of action that will make them listen.,1,1,2023-03-16 00:21:40+00:00
513,"UNUSUAL PAPER #OptionsFlow
$NVDA
$230.00 PUT
EXPIRES = 09/15/2023
SIZE = 619
OI = 866
COST = $1,785,877
STOCK PRICE  https://t.co/WnEU0Zm5FT",0,0,2023-03-16 00:01:01+00:00
514,"I wish Chat GPT would have written this, atleast it would have had a shot to be honest. What a joke. A flight to sa  https://t.co/Bl1nBn7xxr",0,0,2023-03-15 23:22:16+00:00
515,"March 15, 2023 Closed Options Trades. #OptionsTrading #SPX #NVDA #AAPL https://t.co/0i56GwsUcv",0,0,2023-03-15 23:16:27+00:00
516,"#meta flying afterhours!!!!
#nvda was perfect! $242.50 target from last week with puts after to $235 then back to $  https://t.co/JDSfgtrbqc",13,1,2023-03-15 22:41:20+00:00
517,"Jim Cramer says buy Nvda today at 242.45

I am buying puts tomorrow

$NVDA 
#SPX #QQQ #NVDA",2,0,2023-03-15 22:23:09+00:00
518,"Could some kind person fill me in on the #NVDA presentation happening this afternoon? I have to attend another one,  https://t.co/amyK9S8kOd",0,0,2023-03-15 22:12:13+00:00
519,"$NVDA #NVDA Bear vs. bull case. 

Bear: S/R flip of the ascending wedge

Bull: Price moving up off the volume shelf  https://t.co/GUUuRRmzcI",142,21,2023-03-15 21:18:37+00:00
